comment,raw_score,length,normalized_score,class
WHO TF said that it was okay to release the trailer looking like this?! LMFAO,1.0,15,0.06666666666666667,positive
This is like watching the Mona Lisa being painted,1.0,9,0.1111111111111111,positive
"Is it just me or is it weird seeing Cyndiquil, Rowlette, and Osawatt all together in a prequel game.",0,19,0.0,neutral
The legend of Pokemon: Breath of the Journey.,0,8,0.0,neutral
Something is off here and you know it,0,8,0.0,neutral
"The question is, can you pet the pokemon?",0,8,0.0,neutral
"We still don't have any full character customisation after 25 years<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😔"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f614.png"">",0,11,0.0,neutral
Beautiful 90s graphics. Now get me BOTW developers on the line.,0,11,0.0,neutral
All the Pokemon were lagging. That Poor Chimecho looked like it was animated with three to four frames put on repeat.Glad to see Pokemon is putting in the graphical standers we've come to expect.,1.0,34,0.029411764705882353,positive
4 años? me acuerdo como si hubiera sido ayer cuando estaba hypeadisimo todos los dias por este juego,0,18,0.0,neutral
"This could definitely be a step up or a step down, you never know. Trailer seems so bland though imo.",-1.0,20,-0.05,negative
with all the money they make and still graphics looks like this,1.0,12,0.08333333333333333,positive
Love every people complaining about a 1 year old build will buy the game day one.,1.0,16,0.0625,positive
We want this..,0,3,0.0,neutral
If they used these graphics to the sinnoh remakes that would have blew the roof,0,15,0.0,neutral
This is still not finish right? Hope everything's alright when it came out.,0,12,0.0,neutral
So what ever happened to the percussion version of obsidian fieldlands in this trailer? Would love to eventually hear the full thing,1.0,22,0.045454545454545456,positive
"This looks cool, but ffs, Pokémon is the #1 best selling franchise on the planet, they can have a much bigger budget on these games, there is zero excuse for this to be looking like a game from 2005",3.0,39,0.07692307692307693,positive
This looks like a pre alpha unity game that 5 students decided to make during their lunch break,1.0,18,0.05555555555555555,positive
The real release date is when its successfully emulated on PC.,0,11,0.0,neutral
Pokémon: breath of the 15fps,0,5,0.0,neutral
Are you really telling me Nintendo couldn't hire an actual cellist to play the music for their trailer?,0,18,0.0,neutral
This changes… everything…,0,3,0.0,neutral
3D will never beat the 2D days,0,7,0.0,neutral
"Wow, this looks like absolute dogshit. It needs another couple years in development - or a better game studio.",1.0,19,0.05263157894736842,positive
This looks like what everyone has been waiting for but we always get disappointed so meh,1.0,16,0.0625,positive
To me it just seems like there's not a whole lot of effort put into switch games... when there's so much potential.Other than BOTW,1.0,23,0.043478260869565216,positive
"""Not actual gameplay footage""The fuq is the point of the trailer then (rhetorical question)",-1.0,13,-0.07692307692307693,negative
"The framerate in this is horrible, chingling looks like its having a seizure",0.0,13,0.0,neutral
That is what everyone wanted,0,5,0.0,neutral
"Everything looked so... lifeless. From the textures, to animations. There is nothing short of disappointment coming from this trailer.",0,19,0.0,neutral
I’ll ask the most important question then... CAN YOUR POKEMON WALK WITH YOU OUTSIDE OF ITS POKEBALL????,0,17,0.0,neutral
"this looks pretty awful not going to lie. just because it’s so early maybe? world looks barren and boring, Pokémon AI looks elementary, battles look as boring as they ever have.",-2.5,30,-0.08333333333333333,negative
This looks pathetic lmfao,0,4,0.0,neutral
That landscape looks so barren and lifeless lmfao,0,8,0.0,neutral
phone genshin has much greater graphic then this.,0,8,0.0,neutral
"Attempting something new for them is a rarity, hopfuly its playable XD",0,12,0.0,neutral
The town looks soo empty,-1.0,5,-0.2,negative
Pokémon: Silent HillThe game looks so empty. Hope it is not like Sword and Shield,-1.0,14,-0.07142857142857142,negative
"Now that the excitement from the reveal has simmered down, the visuals really does look awful.",-1.0,16,-0.0625,negative
The legend of arceus breath of the wild,0,8,0.0,neutral
this game screams empty af,-1.0,5,-0.2,negative
They really need some antialiasing,0,5,0.0,neutral
"Graphics, Lifeless World, gameplay etc. look like a game in  year 2005 or a bad mobile game :(",-2.0,18,-0.1111111111111111,negative
So hyped,0,2,0.0,neutral
This is so amazing thanks for showing us,0,8,0.0,neutral
"It’s like my two favorite games combined <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🥺"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f97a.png"">",2.0,8,0.25,positive
Awesome,1.0,1,1.0,positive
Give it 3 more years,0,5,0.0,neutral
cant wait for more legends games,0,6,0.0,neutral
Idk why I’m gettting red dead redemption 2 vibes,0,9,0.0,neutral
"Cool, I’m getting this for sure.",1.0,6,0.16666666666666666,positive
Really excited for this reimagining. I'm hoping this is a test for a future installment in the main series.,0,19,0.0,neutral
ich bin echt gespannt aufs game,0,6,0.0,neutral
Never thought I'd see the day,0,6,0.0,neutral
Cant wait to Play this Looks sick af,0,8,0.0,neutral
Even if the game isnt the best we should still support it to show this is the way we want pokemon to go,1.0,23,0.043478260869565216,positive
This literally looks like the show in a game,1.0,9,0.1111111111111111,positive
They Will make more Pokémon games in the future,0,9,0.0,neutral
My favourite Pokémon is Arceus.,0,5,0.0,neutral
I'm looking forward to playing this game!!!!!,0,7,0.0,neutral
The chills though,0,3,0.0,neutral
Way better then legends ZA,0,5,0.0,neutral
Cant wait for it release,0,5,0.0,neutral
so when are we getting pokemon legends: kyurem?,0,8,0.0,neutral
This game will also come in android and ios devices.  Soon,0,11,0.0,neutral
I’m so hyped!,0,3,0.0,neutral
Loving the new playstyle,0,4,0.0,neutral
That soundtrack would be perfect for This War of Mine,1.0,10,0.1,positive
"<span class="""" dir=""auto"" style=""font-weight: 500;"">guys dont worry, this is still in development and will probably be polished up so it is better, and even then, the game looks cool to me",1.0,27,0.037037037037037035,positive
This was when pokemon trafficking was happening,0,7,0.0,neutral
it is clear that no one here has ever heard of an UPDATE.,-1.0,13,-0.07692307692307693,negative
Looks like I'm coming back to playing pokemon again now that it's become a stealth game,1.0,16,0.0625,positive
So excited!!!,0,2,0.0,neutral
"Need it<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🙌🏼"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f64c_1f3fc.png"">",0,2,0.0,neutral
Cannot wait!!!!!,0,1,0.0,neutral
im crying.. finally :(,0,4,0.0,neutral
Open world and Pokémon is a dream come true.,0,9,0.0,neutral
Hypeeee,0,1,0.0,neutral
This is about to be fire,0,6,0.0,neutral
It feels like breath of the wild engine with Pokémon ported on,1.0,12,0.08333333333333333,positive
This is the hardest starter trio to pick from ever,0,10,0.0,neutral
"the green book is legend Z-A, they planned 3 legends game.",0,11,0.0,neutral
YAAAAAS,0,1,0.0,neutral
Im so hyped,0,3,0.0,neutral
Now we just need an official Pokemon VR,0,8,0.0,neutral
Looks like Pokémon took a winning region concept just like breath of the wild! So that is the day the invention of pokéball. And trainers dress up just like a ninja,0.3333333333333333,31,0.01075268817204301,positive
"Man, this Wii game looks really cool!",1.0,7,0.14285714285714285,positive
HOLY SMOKES THIS IS EPIC!!!!!!,1.0,5,0.2,positive
My dream Pokémon game,0,4,0.0,neutral
youtube is testin me rn like how dare you recomend me to this game ive been waiting for news for months,1.0,21,0.047619047619047616,positive
Next year will be crazy for the switch,0,8,0.0,neutral
Pokémon Tencu Style,0,3,0.0,neutral
Pokémon always has been a great game,1.0,7,0.14285714285714285,positive
I loved this game.,0,4,0.0,neutral
"if this is old sinnoh, then that means pokemon married humans",0,11,0.0,neutral
"If you get a flying pokemon will it be like using the Eon Flutre from OrAs because if so, that'll be sick",1.0,22,0.045454545454545456,positive
gosh u can ount the fps,0,6,0.0,neutral
This looks awesome,1.0,3,0.3333333333333333,positive
llama stuck in fence is back,0,6,0.0,neutral
Cant wait   hopefulky we are still alive,0,7,0.0,neutral
Would be blown away if this involves the myths of Sinnoh,0,11,0.0,neutral
finally the game we envisioned,0,5,0.0,neutral
Honestly looks really fun and entertaining,1.0,6,0.16666666666666666,positive
Wouldn't it be interesting if we got to see past events like the birth of Floaroma town from a wasteland since this is set in the far past?,1.0,28,0.03571428571428571,positive
"They said this game timeline takes place LONG before the time lime of diamond and pearl, and will give us a deeper look on the backstory, or something like that",1.0,30,0.03333333333333333,positive
The Legend of Arceus,0,4,0.0,neutral
why are pokemon moving 2 frames per second?,0,8,0.0,neutral
I'm here to see how arceus is pronounced lol,0,9,0.0,neutral
Seriously wanna play this game,0,5,0.0,neutral
remains me of pokemon generations ):,0,6,0.0,neutral
Looks more like a fan game,1.0,6,0.16666666666666666,positive
the legend of arceus pokemons of the wild,0,8,0.0,neutral
Looks like it's a bit too early for release.,1.0,9,0.1111111111111111,positive
"<span class="""" dir=""auto"" style=""font-weight: 500;"">Omega emerald screaming to be free in the background",0,9,0.0,neutral
"go off !!!!!!<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""yt"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/unnamed.png"">",0,3,0.0,neutral
Geez the battling system,0,4,0.0,neutral
"WHERE'S PANCHAM? <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f62d.png"">",0,3,0.0,neutral
Mt. Coronet is MASSIVE.,0,4,0.0,neutral
Epic narration,1.0,2,0.5,positive
So does anyone notice that the drum used at the end is the same pattern as the battle theme for arceus,0,21,0.0,neutral
the pokeballs!!!!!,0,2,0.0,neutral
that aliasing omg XD,0,4,0.0,neutral
Ayo for realz avatar last air bender style in a pokemon game do be lookin like lit,1.0,17,0.058823529411764705,positive
My boi cindaquil is in this game,0,7,0.0,neutral
Hype!,1.0,1,1.0,positive
Hmm this game is gonna be crazy,0,7,0.0,neutral
Iam excited for new pokemon games,0,6,0.0,neutral
In 3D ....OH NO !,-1.0,5,-0.2,negative
time to get that switch,0,5,0.0,neutral
im ready,0,2,0.0,neutral
FINALLY OUR DREAM POKEMON GAME,0,5,0.0,neutral
So cool,1.0,2,0.5,positive
So they apparently hired The Avatar animators for this video??,0,10,0.0,neutral
YES,1.0,1,1.0,positive
Looks interesting,0,2,0.0,neutral
"<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""💛"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f49b.png"">",0,1,0.0,neutral
There is stealth that’s awesome,1.0,5,0.2,positive
One of Pokemon fans dream comming true??,0,7,0.0,neutral
Anyone notice they are trying to do a zelda orcina of time for pokemon?,0,14,0.0,neutral
Welcome Back… you ready?,0,4,0.0,neutral
"1.51<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🔥"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f525.png"">",0,1,0.0,neutral
oshawott as a starter let's GOOOO,0,6,0.0,neutral
Favorite Pokémon game so far! Give us Legends Johto next with the original 251 Pokémon!,1.0,15,0.06666666666666667,positive
This is a nice trailer.,1.0,5,0.2,positive
Who is here after Pokémon ZA annoucement,0,7,0.0,neutral
chinglagchinglagchinglag,0,1,0.0,neutral
"<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""❤"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u2764.png"">",0,1,0.0,neutral
"yall should not release this game up until at least 3 years from now, this thing looks like a fanmade game",1.0,20,0.05,positive
Pokemon: Breath of the Mild...,0,5,0.0,neutral
先比之下塞尔达 真香,0,2,0.0,neutral
Oh hell yeah bidoof returns. Had a full team of those once.,0,12,0.0,neutral
I'm gettin this,0,3,0.0,neutral
Cool,1.0,1,1.0,positive
me encanto buena onda,0,4,0.0,neutral
"1. Legend Starter Pokémon: Rowlet, Cyndaquil, and Oshawott2. Wild Area in Sinnoh Region3. The Jewel of Life returns after the movie",0,21,0.0,neutral
Hey didn’t ho-oh resurrect three mysterious Pokémon when the Bellsprout tower burnt down do you think they’ll show them before they became the legendary dogs,0,25,0.0,neutral
Amazing game,0,2,0.0,neutral
AHHHH ROWLET IM GETTING THE GAME,0,6,0.0,neutral
"Bro, pokemon actually looking like genshin now lmao",1.0,8,0.125,positive
They need to create a Pokemon game with darker Pokemon/world graphically.,0,11,0.0,neutral
"Idea: This but with Pokken Tournament elements built in, so you can control the pokemon to make combat more intuitive",0,20,0.0,neutral
Watch us not be able to catch Arceus without an event because it's a mythical pokemon,0,15,0.0,neutral
Okay now take this concept of game and do it to all of the next main releases.,0,17,0.0,neutral
Finally an open world,0,4,0.0,neutral
Prayer to omit ones. Final judgment,0,6,0.0,neutral
"<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😮"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f62e.png"">",0,1,0.0,neutral
coolest video ever,0,3,0.0,neutral
Wow,0,1,0.0,neutral
Wow,0,1,0.0,neutral
Wow,0,1,0.0,neutral
Nintendo and Bethesda need to team up and create the most ultimate Pokemon game ever created.,0,16,0.0,neutral
Dadrauf warte ich das ist nach langer Zeit wieder ein Spiel was ich mir holen werde,0,16,0.0,neutral
the fact that they made a Sinnoh remakes and a Sinnoh backstory game is no coincidence,-1.0,16,-0.0625,negative
Now compare this to BotW2 lolAnd both games are running on the same console,0,14,0.0,neutral
"Maybe they shouldn't release this early 2022, it seems like a lot of work still needs to be done",1.0,19,0.05263157894736842,positive
Wow pixlemon,0,2,0.0,neutral
Who's here after DokeV's trailer?,0,5,0.0,neutral
need cars and planes like farcry,1.0,6,0.16666666666666666,positive
"Dont fail us <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😁"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f601.png"">",0,4,0.0,neutral
Shame the only difference is that they showed the sinnoh starters here and not in ZA with Kalos,0,17,0.0,neutral
Anyone else wish Pokémon evolve during battle in this game,0,10,0.0,neutral
Piplup is my favorite,1.0,4,0.25,positive
Looks inviteing,0,2,0.0,neutral
So Nintendo really did hire this man,0,7,0.0,neutral
this is kind of the skyward sword of pokemon,0,9,0.0,neutral
ayo...,0,1,0.0,neutral
before piplups were nearly extinct- wait what's that blue Rhydon looking guy?,0,12,0.0,neutral
When you don’t need to battle to catch Pokemon,0,9,0.0,neutral
looks like a fan game,1.0,5,0.2,positive
They shouldve used the old school pokeball! You know that episode from pokemon,0,13,0.0,neutral
The 3 starters are going to be from different regions? What?,0,11,0.0,neutral
"Im hoping we can get the mythicals also, like manaphie and shaymin",1.0,12,0.08333333333333333,positive
Did anyone else feel the lagging ?,0,7,0.0,neutral
"They need to update the moves from 4 to 6 <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😅"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f605.png"">",0,11,0.0,neutral
"So, in Legends of Arceus, do we need to save Arceus by defeating a Ganon-like for and obtain the Calyrex.",0,20,0.0,neutral
Time to throw some hands,0,5,0.0,neutral
The person who is narrating this trailer is Dawn from the Anime,0,12,0.0,neutral
Pokemon 15 FPS New Generation !,0,6,0.0,neutral
Hippity hoppity your trailer is now IGN’s property,0,8,0.0,neutral
wish the company make pokemon open world like this but full world online rpg . bet people would love it,1.0,20,0.05,positive
It looks fun to me lol,1.0,6,0.16666666666666666,positive
Even the piano based music reminds of botw,0,8,0.0,neutral
WHO'S IN THE GRASS NOW BIT-,0,6,0.0,neutral
Legend of Zelda: Pokémon,0,4,0.0,neutral
Next pokemon legends games. Pokemon Legends: Darkest Day.,0,8,0.0,neutral
FINALMENTE PORRA,0,2,0.0,neutral
Why does this look like a fanmade game or a game from the gamecube?,1.0,14,0.07142857142857142,positive
"Imagine a Pokemon gane like the witcher 3, but instead of killing monsters. You caught them and battled with them haha",1.0,21,0.047619047619047616,positive
why this hasn't done sooner????,0,5,0.0,neutral
The grass sticks out like skyrim's grass,1.0,7,0.14285714285714285,positive
"It's the characters fr <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""💎"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f48e.png"">",0,5,0.0,neutral
Needs work but looks exciting,1.0,5,0.2,positive
"Hell never thought of that, a Pokemon Origin game. Back to a rudimentary and experiential time years before Ash and using prototype pokeballs.",0,23,0.0,neutral
"Embodiment of ""stuff it, it's Pokemon, they'll buy it"". Did they make this for Switch or the Sega Saturn?",0,19,0.0,neutral
Bora jogar Arceus Legendas caraio,0,5,0.0,neutral
This looks like a breath of the wild remake with Pokémon,1.0,11,0.09090909090909091,positive
Nice 1000,1.0,2,0.5,positive
You could all learn a thing or two from Millennium Loops..,0,11,0.0,neutral
Güzel duruyor,0,2,0.0,neutral
Legend of Arceus: Breath of Dialga,0,6,0.0,neutral
Shoutout to all the people who clearly don't do game development and understand testing phases,0,15,0.0,neutral
This is literally botw with genshin motions,0,7,0.0,neutral
got to give them credit. Most game studios would have touched up those frame drop to hide the fact the the game doesn't run well. Guess they know its going to sell no matter what so why put in the extra effort,-1.0,42,-0.023809523809523808,negative
I'm seeing some nice 60fps in this video sadly we will not be getting a switch that supports that. Just a bigger handheld screen (sigh).,1.0,24,0.041666666666666664,positive
"""There is a man who has artistic vision..""",0,8,0.0,neutral
"la cancion da mas tristeza que emocion por jugarlo, yo por eso estoy fuera",0,14,0.0,neutral
IM GONNA BE 15. WHEN THIS COME OUT,0,8,0.0,neutral
Dawn and Lucas' ancestors,0,4,0.0,neutral
"When the last main pokemon game dropped all the comments were of people that just wanted a botw meets pokemon. Well they quite literally listened <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤣"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f923.png"">",0,26,0.0,neutral
Wish pokemon was like ni no kuni 1. How the familiar fight but updated,0.0,14,0.0,neutral
No way this shits 5 years old,-1.0,7,-0.14285714285714285,negative
my yuzu is ready,0,4,0.0,neutral
Dang Legends Of Zelda had a baby with Pokemon Sword?,0,10,0.0,neutral
&lt;3:D,0,1,0.0,neutral
They should do this for all regions.,0,7,0.0,neutral
Question will all the starters plus the ability to ride pokemon be included,0,13,0.0,neutral
I'm debating between Cydiquil and Oshawatt,0,6,0.0,neutral
"Wait a minute, this rhyhorn, is the ice rhyhorn?",0,9,0.0,neutral
CYNDAQUIL AS A STARTER!!!  AIGHT THAT SOLD IT FOR ME IMMA GET THIS GAME WHEN IT COMES OUT,0,18,0.0,neutral
Is anyone else thoroughly examining these trailers just to see what Pokémon are gonna be in it?,0,17,0.0,neutral
Where’s fly and surf at,0,5,0.0,neutral
POKÉMON IS FINALLY EVOLVING!!,0,4,0.0,neutral
cyndaquil baby,0,2,0.0,neutral
Ah yes: The Legend of Arceus Breath of the Wild,0,10,0.0,neutral
2022..,0,1,0.0,neutral
Wow an open world Pokémon game,0,6,0.0,neutral
reminds me of a fan game...,0,6,0.0,neutral
"Holy Christ, this hurts to look at",0,7,0.0,neutral
There's a blue ryhorn @:58,0,5,0.0,neutral
Now it looks more like a monster hunter world game.,1.0,10,0.1,positive
"Ah, time to relive my worst nightmares:W I N D O W S    X P    B A C K G R O U N D SG O O G L E    I M A G E SS T O C K   P I C T U R E S   S I T EI N F I N I T E    G O N G S",0,65,0.0,neutral
Breath of the wild dressed as Pokémon? So can we climb mountains and fly across the map at 300 mph,0,20,0.0,neutral
they should enable the pokemon to walk with us in journey,0,11,0.0,neutral
Pokemon GO + Sword &amp; Shield = This,0,8,0.0,neutral
Pokemon: Ninja tales,0,3,0.0,neutral
Oh no the graphics tho,-1.0,5,-0.2,negative
Where’s the battle screen tho???,0,5,0.0,neutral
"Just ordered my copy for a whopping 65 bucks, but can't wait to play. My First pokemon game after Sun and Moon.",-1.0,22,-0.045454545454545456,negative
"Highest earning entertainment IP in the world, everyone.",0,8,0.0,neutral
"Can't believe that this will release on Jan. 28 2022. A really early one and I'm not complaining <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😌"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f60c.png"">",0,18,0.0,neutral
A perfect bidoof!,1.0,3,0.3333333333333333,positive
poggers,0,1,0.0,neutral
"Intended to be released on January 2022, they're probably rushing it",0,11,0.0,neutral
"WRONG, ITS ARKOOS",-1.0,3,-0.3333333333333333,negative
Tetsuya Nomura once decided to show a pencil drawn trailer for KH3 with some voice over because the game wasn't ready to be shown. It spurred a lot of talk in the community about what it could be and gave us great excitement. The point is they shouldn't have shown off a game that wasn't even remotely ready to be seen.,1.0,61,0.01639344262295082,positive
"“Okay yeah so I’ve got a great idea. Let’s make Pokémon, except it’s actually breath of the wild.”",1.0,18,0.05555555555555555,positive
Why does this seem just like an advanced wild area... really hope the game gives us something worthy of the franchise,1.0,21,0.047619047619047616,positive
Chaos. Then there was an egg. The egg was One. Through one time and space. The one took 16 slates,0,20,0.0,neutral
Best pokemon game,1.0,3,0.3333333333333333,positive
:OO,0,1,0.0,neutral
The animation framerate looks janky as hell...,0,7,0.0,neutral
Now this is what you call a Perfect Pokemon game maybe 100 times better than Pokemon Go,1.0,17,0.058823529411764705,positive
"Please let there be fashion, hair and make-up option. OMG please! <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🙏"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f64f.png"">",0,12,0.0,neutral
looking back on this the game is sooo laggy,0,9,0.0,neutral
This would of been the GOAT game back on the N64 in 1999,0,13,0.0,neutral
Hopefully they my main man Incineroar,0,6,0.0,neutral
Finnaly we can meet ash's father lol,0,7,0.0,neutral
Hola :v (latinoamerica),0,3,0.0,neutral
"Pokemon looking like toys, Nice",2.0,5,0.4,positive
What if Eevee is the descendant of Arceus and that's why they can change typing when evolving.,0,17,0.0,neutral
Its actually super depressing that this masterpiece was released and then we got BDSP as our next games This is a winning formula that Game Freak seriously needs to hold onto for future projects and innovate even further,0,38,0.0,neutral
why are some of the animations at half framerate? That seems like a pretty poorly optimised trailer. Looks more like a tech-demo than a game.,0.5,25,0.02,positive
"Try to level up the battle system… <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😅"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f605.png"">",0,8,0.0,neutral
Is this a remake of an older game?,0,8,0.0,neutral
Graninja. Looking. Outfit,0,3,0.0,neutral
Y albóndigas con el tito Francis. 20/2/2022,0,7,0.0,neutral
imagine they just made this a DLC for brilliant diamond and shining pearl,0,13,0.0,neutral
in the words of Manjtv (kinda)this is pokemon breath of the wild,0,12,0.0,neutral
What do you expect when the trailer had lag,-1.0,9,-0.1111111111111111,negative
The music remind me of Zelda botw,0,7,0.0,neutral
Finally the national dex in a game,0,7,0.0,neutral
Remember when they announced a breath of the wild styled Pokémon game in 2016???? We’re finally getting it!!!!,0,18,0.0,neutral
Lol they look like Lucas &amp; Dawn's ancestors,1.0,8,0.125,positive
"Since the Sinnoh remakes don't seem like they'll have any new cinematics, let's hope this one brings back all of the Sinnoh characters such as Johanna, Barry, Cynthia, Lucien, etc.",1.0,30,0.03333333333333333,positive
"Yo wait so this will be where legendary and mythical Pokémon still roam and control the wild, instead of being sealed away in a temple or an island like the other games",1.0,32,0.03125,positive
Please don’t leave us with those choppy graphics,0,8,0.0,neutral
"<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🏃‍♀"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f3c3_200d_2640.png"">",0,1,0.0,neutral
What’s with the stop motion looking frame rate? This can’t be more demanding than breath of the wild,0,18,0.0,neutral
Let's put unhideable cards on top of everything 20s before the video has ended!,0,14,0.0,neutral
This is basically a unity feee to play game,0,9,0.0,neutral
this looks like wizard 101,1.0,5,0.2,positive
Was that a blue rhyhorn?,0,5,0.0,neutral
Cambodia can play this game ???,0,6,0.0,neutral
cuando el trailer va a 7 fps la cosa pinta mal,0,11,0.0,neutral
Looks like an alpha version,1.0,5,0.2,positive
This looks like its made for the the gameboy color,1.0,10,0.1,positive
Finally a pokemon breath of the wild,0,7,0.0,neutral
"Is this a game or film....<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤨"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f928.png"">",0,6,0.0,neutral
Is just like a btw mod lol,1.0,7,0.14285714285714285,positive
"Jan 28,2022",0,2,0.0,neutral
Why the hell do you have ads on an official trialer,0,11,0.0,neutral
Ok but this trailer just reminds me of the avatar intro for some reason...,0,14,0.0,neutral
